,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note,Unnamed: 29
141,32.0,45.0,97.0,,Archibald,Munro,The Catholic Society of Bristol,Treasuser,1795.0,10.0,27.0,,Jun,Richard,Smith,612.0,343.0,21.0,1792.0,1.0,1.0,97,,Funded Deferred Stock Assum Debt,,34,343.0,21.0,,
142,33.0,46.0,98.0,,William,Byram,Raynham State Massachusetts,,1793.0,8.0,1.0,,,John,Peck,106.0,26.0,66.0,1792.0,1.0,1.0,98,,Funded Deferred Stock Assum Debt,,34,26.0,66.0,,
143,33.0,46.0,99.0,,Nathaniel,Shaler,Middletown State Connecticut,,1792.0,4.0,26.0,,,Certificate No. 46 Transferred to the Office of John Cochran Commisssioner of Loans for the State of New York,,204.0,304.0,78.0,1792.0,1.0,1.0,99,,Funded Deferred Stock Assum Debt,,34,304.0,78.0,,
144,33.0,46.0,100.0,,William,Battey,Warwick,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,100,,Funded Deferred Stock Assum Debt,,35,71.0,71.0,,
145,34.0,47.0,102.0,,Mary,Dexter,Glocester,Spinster,1792.0,9.0,1.0,,,Jabez,Bowen,3.0,3.0,47.0,1792.0,1.0,1.0,102,,Funded Deferred Stock Assum Debt,,35,3.0,47.0,,
146,34.0,47.0,103.0,,Nathan,Grosvenor,Pomfret,Yeoman,1792.0,4.0,14.0,,,Izrahiah,Witmore,98.0,31.0,62.0,1792.0,1.0,1.0,103,,Funded Deferred Stock Assum Debt,,36,31.0,62.0,,
147,34.0,47.0,104.0,,John Coffin,Jones,Boston,Esquire,1792.0,7.0,13.0,,,Certificate No. 64 Transferred to the Office of Nathaniel Appleton Commissioner for Massachusetts,,279.0,33.0,37.0,1792.0,1.0,1.0,104,,Funded Defurred Stock Assum Debt,,36,33.0,37.0,,
148,35.0,48.0,105.0,,Palatiah,Mason,Killingsly,,1793.0,3.0,2.0,,,Stephen,Bullock,104.0,71.0,13.0,1792.0,1.0,1.0,105,,Funded Deferred Stock Assum Debt,,36,71.0,13.0,,
149,35.0,48.0,106.0,,John Chace Administrator to the Estate of Samuel Chace Junior of Providence Deceased,,,,1793.0,8.0,15.0,,Jun,Nathan,Angell,107.0,60.0,32.0,1792.0,1.0,1.0,106,,Funded Deferred Stock Assum Debt,,37,60.0,32.0,,
150,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,1792.0,2.0,3.0,,,Samuel Ward and Brother,,97.0,1184.0,72.0,1792.0,1.0,1.0,107,,Funded Deferred Stock Assum Debt,,37,352.0,82.0,,
151,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,122,,Funded Deferred Stock Assum Debt,,42,146.0,43.0,,
152,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,,,John,Dorrance,114,85.0,63.0,,
153,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,,,Henry,Smith,115,36.0,42.0,,
154,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,,,James,Congdon,115,90.0,71.0,,
155,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,,,Stephen,Tillinghast,115,264.0,25.0,,
156,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,,,Benjamin ,Hall,116,202.0,50.0,,
157,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,,,Laban,Waterman,116,5.0,96.0,,
158,35.0,48.0,107.0,,John Ward Company,,Providence,Merchant,,,,,,,,,,,,,,,,,,,1184.0,72.0,,
159,36.0,49.0,108.0,,Samuel ,Vernon Fertius,Newport,,,,,,,,,,,,1792.0,1.0,1.0,108,,Funded Deferred Stock Assum Debt,,37,270.0,24.0,,
160,36.0,49.0,109.0,,Caleb,Godfrey,Providence,Mariner,,,,,,,,,,,1792.0,1.0,1.0,109,,Funded Deferred Stock Assum Debt,,38,6.0,53.0,,
161,36.0,49.0,110.0,,Moses   ,Brown,Providence,Esquire,1792.0,5.0,11.0,,,Thomas ,Dickason,96.0,104.0,2.0,1792.0,1.0,1.0,110,,Funded Deferred Stock Assum Debt,,38,104.0,2.0,,
162,36.0,49.0,110.0,,Moses,Brown,Providence,Esquire,1792.0,10.0,1.0,,,Ward Nicholas Boylstone,,102.0,418.0,2.0,1792.0,7.0,20.0,,,William,Bradford,285,356.0,32.0,,
163,36.0,49.0,110.0,,Moses,Brown,Providence,Esquire,,,,,,,,,,,1792.0,7.0,20.0,,,Azariah,Hide,286,61.0,70.0,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,2.0,,
165,37.0,50.0,111.0,,John ,Allen,Kingston,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,111,,Funded Deferred Stock Assum Debt,,38,13.0,20.0,,
166,37.0,50.0,112.0,Rev,Gad,Hitchcock,Pembrook State of Massachusetts,,1796.0,10.0,1.0,,,Certificate No. 175 for Transfurring to the Office in Massachusetts,,,36.0,83.0,1792.0,1.0,1.0,112,,Funded Deferred Stock Assum Debt,,39,36.0,83.0,,
167,37.0,50.0,113.0,,Pardon,Briggs,Cranston,Yeoman ,,,,,,,,,,,1792.0,1.0,1.0,113,,Funded Deferred Stock Assum Debt,,39,34.0,9.0,,
168,38.0,51.0,114.0,,John ,Child,Warren,Esquire,,,,,,,,,,,1792.0,1.0,1.0,114,,Funded Deferred Stock Assum Debt,,39,15.0,59.0,,
169,38.0,51.0,115.0,,Zachariah,Allen,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,115,,Funded Deferred Stock Assum Debt,,40,190.0,80.0,,
170,38.0,51.0,116.0,,John,Manchester,,,1793.0,8.0,21.0,,,Thomas and Sarah Smart,,456.0,12.0,35.0,1792.0,1.0,1.0,116,,Funded Deferred Stock Assum Debt,,40,12.0,35.0,,
171,39.0,52.0,117.0,,Benjamin,Seabury,,,1792.0,5.0,10.0,,,John Thurbe 2,,99.0,19.0,18.0,1792.0,1.0,1.0,117,,Funded Deferred Stock Assum Debt,,40,19.0,18.0,,
172,39.0,52.0,118.0,,Samuel,Tefft,Richmond ,Yeoman,1796.0,3.0,1.0,,,Jabez,Bowen,623.0,4.0,50.0,1792.0,1.0,1.0,118,,Funded Deferred Stock Assum Debt,,41,4.0,50.0,,
173,39.0,52.0,119.0,,Jeremiah,Jenckes,Newport State of New Hampshire,,1792.0,9.0,1.0,,,Jabez,Bowen,3.0,1.0,32.0,1792.0,1.0,1.0,119,,Funded Deferred Stock Assum Debt,,41,1.0,32.0,Error NB this Jeremiah Jenckes Residence is in Cumberland,
174,40.0,53.0,120.0,,Ezkiel,Tefft,,,,,,,,,,,,,1792.0,1.0,1.0,120,,Funded Deferred Stock Assum Debt,,41,3.0,61.0,,
175,40.0,53.0,121.0,,Silas,Williams,Glocester,Esquire,,,,,,,,,,,1792.0,1.0,1.0,121,,Funded Deferred Stock Assum Debt,,42,16.0,52.0,,
176,40.0,53.0,122.0,,Samuel,Nightengale,The Congress Benevolent Society of Providence,Treasury,1796.0,8.0,20.0,,,Benjamin ,Joy,9.0,49.0,8.0,1792.0,1.0,1.0,123,,Funded Deferred Stock Assum Debt,,42,49.0,8.0,,
177,41.0,54.0,124.0,,Jabez,Dennison,Pomfret,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,124,,Funded Deferred Stock Assum Debt,,43,6.0,66.0,,
178,41.0,54.0,125.0,,John,Warner,Weathersfield,,,,,,,,,,,,1792.0,1.0,1.0,125,,Funded Deferred Stock Assum Debt,,43,18.0,12.0,,
179,41.0,54.0,126.0,,John,Dewhurst,New York,Merchant,1792.0,2.0,3.0,,,Certificate No. 21 Transferred to the Office of John Cochran Commissioner of Loans for the State of New York,,122.0,137.0,59.0,1792.0,1.0,1.0,126,,Funded Deferred Stock Assum Debt,,43,137.0,59.0,,
180,42.0,55.0,127.0,,Philip,Allen,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,127,,Funded Deferred Stock Assum Debt,,44,435.0,79.0,,
181,42.0,55.0,128.0,,Joseph,Waterman,Johnston,Esquire,,,,,,,,,,,1792.0,1.0,1.0,128,,Funded Deferred Stock Assum Debt,,44,16.0,84.0,,
182,42.0,55.0,129.0,,John,Mumford,Lyme state of Connecticut,,1796.0,1.0,16.0,,,Elias,Perkins,619.0,77.0,26.0,1792.0,1.0,1.0,129,,Funded Deferred Stock Assum Debt,,44,77.0,26.0,,
183,43.0,56.0,130.0,,John ,Carter,Providence,Printer,1793.0,2.0,28.0,,,Hoppin and Snaw,,393.0,3.0,43.0,1792.0,1.0,1.0,130,,Funded Deferred Stock Assum Debt,,45,3.0,43.0,,
184,43.0,56.0,131.0,,Joseph,Russell,Bedford,Esquire,,,,,,,,,,,1792.0,1.0,1.0,131,,Funded Deferred Stock Assum Debt,,45,200.0,44.0,,
185,43.0,56.0,132.0,,Thomas,Church,Dighton,Esquire,1795.0,5.0,25.0,,,Lovett and Adams,,,38.0,26.0,1792.0,1.0,1.0,132,,Funded Deferred Stock Assum Debt,,45,38.0,26.0,,
186,44.0,57.0,133.0,,Stephen,Dexter,Providence,Merchant,1792.0,2.0,27.0,,,Joseph,Martin,73.0,564.0,57.0,1792.0,1.0,1.0,133,,Funded Deferred Stock Assum Debt,,46,564.0,57.0,,
187,44.0,57.0,134.0,,George,Leonard,Norton,Esquire,1792.0,10.0,22.0,,,Jabez,Bowen,3.0,1.0,62.0,1792.0,1.0,1.0,134,,Funded Deferred Stock Assum Debt,,46,1.0,62.0,,
188,44.0,57.0,135.0,,Ruth,Mumford,East Greenwich,Widow,,,,,,,,,,,1792.0,1.0,1.0,135,,Funded Deferred Stock Assum Debt,,46,194.0,18.0,,
189,45.0,58.0,136.0,,David,Brown,Ashford State of Connecticut,,,,,,,,,,,,1792.0,1.0,1.0,136,,Funded Deferred Stock Assum Debt,,47,59.0,96.0,,
190,45.0,58.0,137.0,,Rebecca,Conant,Ashford  ,Widow,,,,,,,,,,,1792.0,1.0,1.0,137,,Funded Deferred Stock Assum Debt,,47,59.0,96.0,,
191,45.0,58.0,138.0,,Thomas,Arnold,Providence,Merchant,1793.0,10.0,22.0,,Guardian,John ,Perker,108.0,16.0,75.0,1792.0,1.0,1.0,138,,Funded Deferred Stock Assum Debt,,47,16.0,75.0,,
192,46.0,59.0,139.0,,Jonathan,Arnold,Smithfield,Esquire,,,,,,,,,,,1792.0,1.0,1.0,139,,Funded Deferred Stock Assum Debt,,48,21.0,59.0,,
193,46.0,59.0,140.0,,Samuel,McLallen,Woodstock,Esquire,,,,,,,,,,,1792.0,1.0,1.0,140,,Funded Deferred Stock Assum Debt,,48,97.0,23.0,,
194,46.0,59.0,141.0,,Philiph,Paine,Harkamar State of New York,,1792.0,6.0,5.0,,,Certificate No. 53 Transferred to the Office of John Cochran Commissioner for New York,,250.0,83.0,6.0,1792.0,1.0,1.0,141,,Funded Deferred Stock Assum Debt,,40,83.0,6.0,,
195,47.0,60.0,142.0,Jun,James,Burrill,Providence,,,,,,,,,,,,1792.0,1.0,1.0,142,,Funded Deferred Stock Assum Debt,,49,8.0,37.0,,
196,47.0,60.0,143.0,,Jabez,Reynolds,North Kingston,,1793.0,4.0,10.0,,,Nathan,Bond,104.0,318.0,5.0,1792.0,1.0,1.0,143,,Funded Deferred Stock Assum Debt,,49,318.0,5.0,,
197,47.0,60.0,144.0,,James,Orne,Attleborough,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,,,Funded Deferred Stock Assum Debt,,49,14.0,90.0,,
198,48.0,61.0,145.0,,Daniel,Whitney,Newport,Merchant,1792.0,5.0,11.0,,,Thomas,Dickason,96.0,33.0,58.0,1792.0,1.0,1.0,145,,Funded Deferred Stock Assum Debt,,50,33.0,58.0,,
199,48.0,61.0,146.0,,Jeremiah,Wheeler,Rehoboth,Yeoman,1797.0,4.0,1.0,,,Stephen Bullock Gaurdian,,265.0,16.0,68.0,1792.0,1.0,1.0,146,,Funded Deferred Stock Assum Debt,,50,16.0,68.0,,
200,48.0,61.0,147.0,,Leonard,Crocker,Tounton,,1793.0,8.0,1.0,,,John,Peck,106.0,13.0,72.0,1792.0,1.0,1.0,147,,Funded Deferred Stock Assum Debt,,50,13.0,72.0,,
201,49.0,62.0,148.0,,Clarke and Nightengale,,Providence,Merchant,1792.0,7.0,20.0,,,Thomas,Dickason,101.0,1905.0,62.0,1792.0,1.0,1.0,148,,Funded Deferred Stock Assum Debt,,51,1905.0,62.0,,
202,49.0,62.0,148.0,,Clarke and Nightengale,,Providence,Merchant,,,,,,,,,,,1792.0,8.0,10.0,,,Defered Stock Transferred from New York,,304,321.0,79.0,,
203,49.0,62.0,148.0,,Clarke and Nightengale,,Providence,Merchant,,,,,,,,,,,1793.0,10.0,15.0,,,Ludia,Nightingale,475,4.0,14.0,,
204,49.0,62.0,148.0,,Clarke and Nightengale,,Providence,Merchant,,,,,,,,,,,,,,,,,,,325.0,93.0,,
205,49.0,62.0,149.0,Rev,Willam,Walter,Boston,,1792.0,5.0,9.0,,,Joseph,Martin,73.0,663.0,56.0,1792.0,1.0,1.0,149,,Funded Deferred Stock Assum Debt,,51,355.0,34.0,,
206,49.0,62.0,149.0,Rev,Willam,Walter,Boston,,,,,,,,,,,,,,,,,Elisha,Brown,145,52.0,84.0,,
207,49.0,62.0,149.0,Rev,Willam,Walter,Boston,,,,,,,,,,,,,,,,,Nicholas,Power,,255.0,38.0,,
208,49.0,62.0,149.0,Rev,Willam,Walter,Boston,,,,,,,,,,,,,,,,,,,,663.0,56.0,,
209,49.0,62.0,150.0,,Nathaniel,Greene,Hudson,,,,,,,,,,,,1792.0,1.0,1.0,150,,Funded Deferred Stock Assum Debt,,51,151.0,95.0,,
210,50.0,63.0,152.0,,Rufus,Hopkins,Scituate,Esquire,1792.0,5.0,14.0,,,Moses and Nichol Brown Executor,,24.0,46.0,76.0,1791.0,1.0,1.0,152,,Funded Deferred Stock Assum Debt,,52,46.0,76.0,,
211,50.0,63.0,153.0,,Elizabeth,Olney,Scituate,Spinstor,1792.0,8.0,10.0,,,William N.,Rhodes,101.0,7.0,47.0,1792.0,1.0,1.0,153,,Funded Deferred Stock Assum Debt,,52,7.0,47.0,,
212,50.0,63.0,154.0,,Baptist,Benevolent Society,Warren,,,,,,,,,,,,1792.0,1.0,1.0,154,,Funded Deferred Stock Assum Debt,,53,119.0,76.0,,
213,51.0,64.0,155.0,,John,Murray,Alexandria,Merchant,1796.0,10.0,1.0,,,Certificate No. 178 for Transferring to the Office in New York,,,63.0,8.0,1792.0,1.0,1.0,155,,Funded Deferred Stock Assum Debt,,53,63.0,8.0,,
214,51.0,64.0,156.0,,Isaac,Senter,Newport,Physician,,,,,,,,,,,1792.0,1.0,1.0,156,,Funded Deferred Stock Assum Debt,,53,15.0,96.0,,
215,51.0,64.0,157.0,,Rufus,Waterman,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,157,,Funden Deferred Stock Assum Debt,,54,123.0,6.0,,
216,52.0,65.0,158.0,,Elisha,Harris,Cranston,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,158,,Funded Deferred Stock Assum Debt,,54,13.0,42.0,,
217,52.0,65.0,159.0,,Olney,Winsor,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,159,,Funded Deferred Stock Assum Debt,,54,6.0,4.0,,
218,52.0,65.0,160.0,,Thomas and Sarah Smart,,Providence,Guardian,1792.0,10.0,16.0,,,Stephen,Tillinghast,84.0,273.0,17.0,1792.0,1.0,1.0,160,,Funded Deferred Stock Assum Debt,,55,236.0,78.0,,
219,52.0,65.0,160.0,,Thomas and Sarah Smart,,Providence,Guardian,,,,,,,,,,,1792.0,8.0,21.0,160,,Nathaniel,Fuller,456,4.0,41.0,,
220,52.0,65.0,160.0,,Thomas and Sarah Smart,,Providence,Guardian,,,,,,,,,,,,,,160,,John,Manchester,456,12.0,35.0,,
221,52.0,65.0,160.0,,Thomas and Sarah Smart,,Providence,Guardian,,,,,,,,,,,,,,,,Thomas,Smart,457,19.0,63.0,,
222,52.0,65.0,160.0,,Thomas and Sarah Smart,,Providence,Guardian,,,,,,,,,,,,,,,,,,,273.0,17.0,,
223,53.0,66.0,161.0,,Caleb,Greene,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,161,,Funded Deferred Stock Assum Debt,,55,25.0,46.0,,
224,53.0,66.0,162.0,,Benjamin,Richmond,Little Compton,Physician,,,,,,,,,,,1792.0,1.0,1.0,162,,Funded Deferred Stock Assum Debt,,55,36.0,78.0,,
225,53.0,66.0,163.0,,Susanna,Barker,Tiverton,Widow,,,,,,,,,,,1792.0,1.0,1.0,163,,Funded Deferred Stock Assum Debt,,56,56.0,51.0,,
226,54.0,67.0,164.0,,Thomas,Durfee,Freetown,Esquire,,,,,,,,,,,1792.0,1.0,1.0,164,,Funded Deferred Stock Assum Debt,,56,34.0,10.0,,
227,54.0,67.0,165.0,,Solomon,Drown,Providence,Physician,,,,,,,,,,,1792.0,1.0,1.0,165,,Funded Deferred Stock Assum Debt,,56,25.0,10.0,,
228,54.0,67.0,166.0,,Charles,Weaten,Warren,Esquire,1792.0,1.0,16.0,,,William,Allen,96.0,11.0,11.0,1792.0,1.0,1.0,166,,Funded Deferred Stock Assum Debt,,57,11.0,11.0,,
229,55.0,68.0,167.0,,Isael,Gorton,Cranston,Esquire,,,,,,,,,,,1792.0,1.0,1.0,167,,Funded Deferred Stock Assum Debt,,57,17.0,70.0,,
230,55.0,68.0,168.0,,Cromwell,Barney,Providence,Blacksmith,1797.0,3.0,19.0,,,Samuel W.,Greene,276.0,4.0,26.0,1792.0,1.0,1.0,168,,Funded Deferred Stock Assum Debt,,57,4.0,26.0,,
231,55.0,68.0,169.0,,John,Foster,Providence,Esquire,1793.0,4.0,10.0,,,Nathan,Bond,104.0,11.0,5.0,1792.0,1.0,1.0,169,,Funded Deferred Stock Assum Debt,,58,11.0,5.0,,
232,56.0,69.0,170.0,,Mary and Ann Power,,Providence,Spinsters,,,,,,,,,,,1792.0,1.0,1.0,170,,Funded Deferred Stock Assum Debt,,58,6.0,4.0,,
233,56.0,69.0,171.0,,Watson and Greenleaf,,New York,,,,,,,,,,,,1792.0,1.0,1.0,171,,Funded Deferred Stock Assum Debt,,58,230.0,90.0,,
234,56.0,69.0,172.0,,Ezra,Hubbard,Providence,Treader,,,,,,,,,,,1792.0,1.0,1.0,172,,Funded Deferred Stock Assum Debt,,59,11.0,79.0,,
235,57.0,70.0,173.0,,Asher,Robbins,Providence,Esquire,1793.0,5.0,22.0,,,Job,Randall,105.0,13.0,12.0,1792.0,1.0,1.0,173,,Funded Deferred Stock Assum Debt,,59,13.0,12.0,,
236,57.0,70.0,173.0,,Asher,Robbins,Providence,Esquire,1796.0,1.0,16.0,,,Samuel W. ,Greene,621.0,10.0,48.0,1795.0,2.0,21.0,,,Imanuel,Case,588,10.0,48.0,,
237,57.0,70.0,174.0,,Edward,Livingstone,New York ,Merchant,1792.0,1.0,16.0,,,Certificate No. 8 Transferred to the Office of John Cochran Commissioner of Loan for the State of New York,,102.0,545.0,76.0,1792.0,1.0,1.0,174,,Funded Deferred Stock Assum Debt,,59,545.0,76.0,,
238,57.0,70.0,175.0,,Archibald,Crary,East Greenwich,Esquire,1793.0,4.0,10.0,,,Nathan,Bond,104.0,9.0,49.0,1792.0,1.0,1.0,175,,Funded Deferred Stock Assum Debt,,60,9.0,49.0,,
239,58.0,71.0,176.0,,Samuel G.,Arnold,Providence,,,,,,,,,,,,1792.0,1.0,1.0,176,,Funded Deferred Stock Assum Debt,,60,10.0,18.0,,
240,58.0,71.0,177.0,,"Patience Brown, Late Servent of Nicholas Brown Esquire",,,,,,,,,,,,,,1792.0,1.0,1.0,177,,Funded Deferred Stock Assum Debt,,60,18.0,87.0,,
241,58.0,71.0,178.0,,Sounders,Pitnan,Providence,Goldsmith,1792.0,6.0,14.0,,,John Ward and Company,,98.0,14.0,74.0,1792.0,1.0,1.0,178,,Funded Deferred Stock Assum Debt,,61,14.0,74.0,,
242,59.0,72.0,179.0,,Thomas,Newell,Cumberland,,,,,,,,,,,,1792.0,1.0,1.0,179,,Funded Deferred Stock Assum Debt,,61,11.0,11.0,,
243,59.0,72.0,180.0,,Isaac,Eveleth,North Providence,,,,,,,,,,,,1792.0,1.0,1.0,180,,Funded Deferred Stock Assum Debt,,61,18.0,15.0,,
244,59.0,72.0,181.0,,Charles,Handy,Newport,Merchant,,,,,,,,,,,1792.0,1.0,1.0,181,,Funded Deferred Stock Assum Debt,,62,61.0,33.0,,
245,60.0,73.0,182.0,,John,Templeman,Boston,Broker,1792.0,1.0,30.0,,,Certificate No. 14 Transferd to the Office of John Cochran Commissioner of Loan for the State of New York,,110.0,140.0,50.0,1792.0,1.0,1.0,182,,Funded Deferred Stock Assum Debt,,62,140.0,50.0,,
246,60.0,73.0,183.0,,Godfrey,Wenwood,Newport,Baker,,,,,,,,,,,1792.0,1.0,1.0,183,,Funded Deferred Stock Assum Debt,,62,15.0,9.0,,
247,60.0,73.0,184.0,,John,Almy,Tiverton,Esquire,,,,,,,,,,,1792.0,1.0,1.0,184,,Funded Deferred Stock Assum Debt,,63,101.0,96.0,,
248,61.0,74.0,185.0,,Catherine,Crawford,Providence,,,,,,,,,,,,1792.0,1.0,1.0,185,,Funded Deferred Stock Assum Debt,,63,84.0,45.0,,
249,61.0,74.0,186.0,,Anthony,Steere,Smithfield,Yeoman,,,,,,,,,,,1792.0,1.0,1.0,186,,Funded Deferred Stock Assum Debt,,63,6.0,86.0,,
250,61.0,74.0,187.0,,Samuel,Thurber,Providence,Fishmonger,1792.0,6.0,9.0,,,Thomas,Smart,99.0,2.0,33.0,1792.0,1.0,1.0,187,,Funded Deferred Stock Assum Debt,,64,2.0,33.0,,
251,62.0,75.0,188.0,,Jeremiah F.,Jenkins,Providence,Merchant,,,,,,,,,,,1792.0,1.0,1.0,188,,Funded Deferred Stock Assum Debt,,64,69.0,47.0,,
252,62.0,75.0,189.0,,Samuel,Elam,Portsmouth,Esquire,1792.0,4.0,18.0,,,Caleb,Fisk,66.0,15.0,61.0,1792.0,1.0,1.0,189,,Funded Deferred Stock Assum Debt,,64,15.0,61.0,,
253,62.0,75.0,190.0,,Stephen,Ayrault,Newport,Mrechant,,,,,,,,,,,1792.0,1.0,1.0,190,,Funded Deferred Stock Assum Debt,,65,64.0,48.0,,
254,63.0,76.0,191.0,,Henry,Smith,Providence,Distiller,1792.0,2.0,2.0,,,John Ward and Company,,35.0,36.0,42.0,1792.0,1.0,1.0,191,,Funded Deferred Stock Assum Debt,,65,36.0,42.0,,
255,63.0,76.0,192.0,,Freelove Colvin and Others,,Scituate,,1796.0,3.0,1.0,,,Christopher,Lippitt,622.0,32.0,18.0,1792.0,1.0,1.0,192,,Funded Deferred Stock Assum Debt,,65,32.0,18.0,,
256,63.0,76.0,193.0,,Constant,Tabor,Newport,Merchant,,,,,,,,,,,1792.0,1.0,1.0,193,,Funded Deferred Stock Assum Debt,,66,15.0,,,
257,64.0,77.0,194.0,,Daniel,Trowbridge,Pomfret,Yeoman,1794.0,4.0,1.0,,,Joseph,Martin,514.0,44.0,34.0,1792.0,1.0,1.0,194,,Funded Deferred Stock Assum Debt,,66,44.0,34.0,,
258,64.0,77.0,195.0,,Squire,Sessions,Pomfret,Yeoman,1793.0,5.0,22.0,,,Job,Randall,105.0,10.0,51.0,1792.0,1.0,1.0,195,,Funded Deferred Stock Assum Debt,,66,10.0,51.0,,
259,64.0,77.0,196.0,,Amasa,Sessions,Pomfret,Yeoman,1793.0,5.0,22.0,,,Job,Randall,105.0,31.0,55.0,1792.0,1.0,1.0,196,,Funded Deferred Stock Assum Debt,,67,31.0,55.0,,
260,65.0,78.0,197.0,,Richard,Fenner,Providence,Esquire,1792.0,2.0,13.0,,,William,Allen,96.0,48.0,41.0,1792.0,1.0,1.0,197,,Funded Deferred Stock Assum Debt,,67,48.0,41.0,,
261,65.0,78.0,198.0,,Clark and Hammond,,Newport,Merchant,1792.0,3.0,14.0,,,Benjamin,Siexas,164.0,48.0,92.0,1792.0,1.0,1.0,198,,Funded Deferred Stock Assum Debt,,67,48.0,92.0,,
262,65.0,78.0,199.0,,William,Rhodes,Providence,Esquire,,,,,,,,,,,1792.0,1.0,1.0,199,,Funded Deferred Stock Assum Debt,,68,15.0,49.0,,
263,66.0,79.0,200.0,,Ebenezer,Carr,Newport,,1792.0,6.0,9.0,,,Thomas,Smart,99.0,,38.0,1792.0,1.0,1.0,200,,Funded Deferred Stock Assum Debt,,68,,38.0,,
264,66.0,79.0,201.0,,Caleb,Fisk,Scituate,Esquire,1796.0,4.0,15.0,,,Nicholas,Cooke,1.0,159.0,73.0,1792.0,1.0,1.0,201,,Funded Deferred Stock Assum Debt,,68,138.0,65.0,,
265,66.0,79.0,201.0,,Caleb,Fisk,Scituate,Esquire,,,,,,,,,,,1792.0,4.0,1.0,,,Samuel,Elam,194,15.0,61.0,,
266,66.0,79.0,201.0,,Caleb,Fisk,Scituate,Esquire,,,,,,,,,,,,,,,,,,,154.0,26.0,,
267,66.0,79.0,201.0,,Caleb,Fisk,Scituate,Esquire,,,,,,,,,,,1795.0,1.0,1.0,1,,Caleb,Aldrich,578,5.0,47.0,,
268,66.0,79.0,201.0,,Caleb,Fisk,Scituate,Esquire,,,,,,,,,,,,,,,,,,,159.0,73.0,,
269,66.0,79.0,202.0,,John,Brown,Providence,Esquire,1792.0,1.0,16.0,,,William,Allen,96.0,822.0,57.0,1792.0,1.0,1.0,202,,Funded Deferred Stock Assum Debt,,69,3478.0,29.0,,
270,66.0,79.0,202.0,,John,Brown,Providence,Esquire,1792.0,4.0,20.0,,,Thomas M.,Willing,99.0,2655.0,72.0,,,,,,,,,,,,
271,66.0,79.0,202.0,,John,Brown,Providence,Esquire,,,,,,,,,3478.0,29.0,,,,,,,,,,,,
272,66.0,79.0,202.0,,John,Brown,Providence,Esquire,1792.0,12.0,10.0,,,Samuel ,Wyllys Pumry,102.0,721.0,7.0,1792.0,10.0,25.0,202,,Deferred Stock Transferred Treasury,,336,721.0,7.0,,
273,67.0,80.0,203.0,,Andrew,Elliott,Sutton State of Masachusetts,,1792.0,2.0,3.0,,,Samuel Ward and Brothers,,97.0,3.0,19.0,1792.0,1.0,1.0,203,,Funded Deferred Stock Assum Debt,,69,3.0,19.0,,
274,67.0,80.0,204.0,,Zephaniah,Brown,Providence,Merchant,1794.0,5.0,28.0,,,Abigail,Spencer,110.0,96.0,18.0,1792.0,1.0,1.0,204,,Funded Deferred Stock Assum Debt,,69,96.0,18.0,,
275,67.0,80.0,204.0,,Zephaniah,Brown,Providence,Merchant,,,,,,,,,,,,,,259,,Funded Deferred Stock Assum Debt,,88,696.0,63.0,,
276,67.0,80.0,204.0,,Zephaniah,Brown,Providence,Merchant,,,,,,,,,,,,,,,,,,,794.0,81.0,,
277,67.0,80.0,205.0,,William,Wetmore,Boston,,1793.0,1.0,31.0,,,Thomas ,Perkins,103.0,632.0,74.0,1792.0,1.0,1.0,205,,Funded Deferred Stock Assum Debt,,70,632.0,74.0,,
278,68.0,81.0,206.0,,Brown and Benson,,Providence,Merchants,1792.0,5.0,11.0,,,Thomas ,Dickason,96.0,779.0,32.0,1792.0,1.0,1.0,206,,Funded Deferred Stock Assum Debt,,70,779.0,32.0,,
